posts,country
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"گلتْ البارحْ طلعَ واليومْ 
                         گمتْ امشاركهَ فالعمومْ 
وأحكمهَ حدْ اثرُو معلومْ 
                          انْخــرصْ لــسمِ مارگها
واســمُ فيها ماهُ مــلْمومْ … See more",Mauritania
"نوكف وكتن لوكوف اشحيح
                  ونج طايح تو اوكوف
ولذان نوكف ونطيح
                  من جميله منت الصوف",Mauritania
"معط وجهك و اكفاك ايكر
                    وايكر الزر وافذاك انذر
ومع ذ كامل  شفتك فر
                        كيفلي عني منكرف
غير احمت العليم وسر… See more",Mauritania
سأقوم الآن بحذف الأصدقاء الذين لا يتفاعلون مع منشوراتنا و سنقبل بعض الطلبات الجديدة,Mauritania
زين حت,Mauritania
"عَجِيب اللا تميت الين
                         اسمعت امرة والل ثنتين
اكولو فالرد الوحدين 
                         مذكورة جليت اتخلاتْ… See more",Mauritania
"تشواشِ ماكط جانِ
                  عن كدو منكوصْ
واطرالِ تشواش ثانِ
                  ماه ذاك ايحوصْ… See more",Mauritania
سيد احمد الغيلاشي,Mauritania
"أَحْ! اِيْجِيكْ اَحْمَدْ مَانَجْحَدْ == والشَّيْخْ اِيْجِيكْ اِدَوْرْ الرَّدْ
اِيْجُوكْ  اجْمَاعَة  يَالنَّقْصَدْ  ==  وِاِيْجُوكْ   اِمَّلِّ   مفْتَرْكِينْ
ؤُم… See more",Mauritania
"ترحمْ للشيخ انْيَصْ خَصْ
                        عمرُ فرْ افلكرايَ
ذ الشيخ إليِ كْرَ كلْ نَصْ
                       امن الحديثْ ؤُ لاَيَ
احمد ولد الميداح",Mauritania
"اجْمُوعْ الناسْ امزَرْبَاتْ
                     بيكُمْ لا خَبطِتْ ميدِ
لاَ جيتُ لبلدْ ماتْباتْ
                    حجتكُم ْ ياسماسيدِ
احمد ولد اعل",Mauritania
"مارت عن فيك امطابك
                        لمارَ عن لمارَ
إلِ عن شكرك ما بْكَ
                        شكارْ و لاَ شكارَ
اشويبا منت انكذي في لمير سيد اعل ولد احمد",Mauritania
"مرحبتِ بِلِ لا نشافْ
                  تفرح كم من عريانَ
ومرحبتِ بلِ ما يخافْ
                  منْ شِ ماهُ مُلانَ… See more",Mauritania
"مشيَتْ لُبابه حگ حگ
               في اخريفه شور اغورس
تورس لَظَّحْكْ ؤراصْ دگْ
                  شور اغورس للتورس… See more",Mauritania
"يلِ مالك حشاك كيف
                   أو لا يخلك كون الرايدْ
مد إليفت ول الشريف
                  يالله اطفلْ لفايِدْ
محمد ولد ببّ",Mauritania
"يلِ وخيرتْ الاَ الْكُمْ
                   والغلظْ الِّ متوالِ
ياولاد النبيْ اماَّلكمْ
                  واولاد املِّ عالِ
يحي ولد عبد الدايم",Mauritania
"يحي بتيك حد جاه 
                معمول اعل معمول
وامعن بعد أيلا اخطاه
               معمول يكطع مول… See more",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
سيد احمد الغيلاشي,Mauritania
"أَحْ! اِيْجِيكْ اَحْمَدْ مَانَجْحَدْ == والشَّيْخْ اِيْجِيكْ اِدَوْرْ الرَّدْ
اِيْجُوكْ  اجْمَاعَة  يَالنَّقْصَدْ  ==  وِاِيْجُوكْ   اِمَّلِّ   مفْتَرْكِينْ
ؤُم… See more",Mauritania
"ترحمْ للشيخ انْيَصْ خَصْ
                        عمرُ فرْ افلكرايَ
ذ الشيخ إليِ كْرَ كلْ نَصْ
                       امن الحديثْ ؤُ لاَيَ
احمد ولد الميداح",Mauritania
"اجْمُوعْ الناسْ امزَرْبَاتْ
                     بيكُمْ لا خَبطِتْ ميدِ
لاَ جيتُ لبلدْ ماتْباتْ
                    حجتكُم ْ ياسماسيدِ
احمد ولد اعل",Mauritania
"مارت عن فيك امطابك
                        لمارَ عن لمارَ
إلِ عن شكرك ما بْكَ
                        شكارْ و لاَ شكارَ
اشويبا منت انكذي في لمير سيد اعل ولد احمد",Mauritania
"مرحبتِ بِلِ لا نشافْ
                  تفرح كم من عريانَ
ومرحبتِ بلِ ما يخافْ
                  منْ شِ ماهُ مُلانَ… See more",Mauritania
"مشيَتْ لُبابه حگ حگ
               في اخريفه شور اغورس
تورس لَظَّحْكْ ؤراصْ دگْ
                  شور اغورس للتورس… See more",Mauritania
"يلِ مالك حشاك كيف
                   أو لا يخلك كون الرايدْ
مد إليفت ول الشريف
                  يالله اطفلْ لفايِدْ
محمد ولد ببّ",Mauritania
"يلِ وخيرتْ الاَ الْكُمْ
                   والغلظْ الِّ متوالِ
ياولاد النبيْ اماَّلكمْ
                  واولاد املِّ عالِ
يحي ولد عبد الدايم",Mauritania
"يحي بتيك حد جاه 
                معمول اعل معمول
وامعن بعد أيلا اخطاه
               معمول يكطع مول… See more",Mauritania
"لاهِ نمشِ ما كلتْ كيكْ
                      ومعَ راصِ متناصِ
داير كانِ من ذِ التِيكْ
                      كِوِيتْ انسلك راصِ
أحمد سالم ولد ملاي اعل",Mauritania
"كايلك هَحْ ومنسبِلْ
                      وهَح املي مشمورَ
الفوك، أحح التحت والْ
                       كدام وهح اللورَ
لكويري ولد عبد الله",Mauritania
"امنهول هولك كل حد
              عند امنين اتغنيل
وال ما نهولتيه بعد
             كاطع مول اتنهويل
ابوكي ولد اعليات",Mauritania
"من صابْ الدنْيَ تنثنَ       
                    باللِّيلِ نعرفْ فيهَ
من طرب واتم اسْنَ        
                   فبلدهَ لينْ انجيهَ… See more",Mauritania
"شي يله مال بيه لعد
                    ء لا فت اعرفت الخوخ
شنه يقر الشيخ بعد
                   منت  ما  هي  منسوخ
الباشا ولد ملاي اعل",Mauritania
"آن لبير أبْگيْتْ بيه 
                    وُ بْگ  هوَ  بيانَ 
ء لا يكْدر حد إجيب فيه
                 ش ماجبتُ فت ان 
 السالم ماناه",Mauritania
"شنواس سيد مانجبر
                    مركوب الدهر اركوبُ
متخومِ عنُ واصبر
                     ما تيت اعل مركوبُ
محمد عبد الرحمن ولد الربان",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"يلِ وخيرتْ الاَ الْكُمْ
                   والغلظْ الِّ متوالِ
ياولاد النبيْ اماَّلكمْ
                  واولاد املِّ عالِ
يحي ولد عبد الدايم",Mauritania
"يحي بتيك حد جاه 
                معمول اعل معمول
وامعن بعد أيلا اخطاه
               معمول يكطع مول… See more",Mauritania
"لاهِ نمشِ ما كلتْ كيكْ
                      ومعَ راصِ متناصِ
داير كانِ من ذِ التِيكْ
                      كِوِيتْ انسلك راصِ
أحمد سالم ولد ملاي اعل",Mauritania
"كايلك هَحْ ومنسبِلْ
                      وهَح املي مشمورَ
الفوك، أحح التحت والْ
                       كدام وهح اللورَ
لكويري ولد عبد الله",Mauritania
"امنهول هولك كل حد
              عند امنين اتغنيل
وال ما نهولتيه بعد
             كاطع مول اتنهويل
ابوكي ولد اعليات",Mauritania
"من صابْ الدنْيَ تنثنَ       
                    باللِّيلِ نعرفْ فيهَ
من طرب واتم اسْنَ        
                   فبلدهَ لينْ انجيهَ… See more",Mauritania
"شي يله مال بيه لعد
                    ء لا فت اعرفت الخوخ
شنه يقر الشيخ بعد
                   منت  ما  هي  منسوخ
الباشا ولد ملاي اعل",Mauritania
"آن لبير أبْگيْتْ بيه 
                    وُ بْگ  هوَ  بيانَ 
ء لا يكْدر حد إجيب فيه
                 ش ماجبتُ فت ان 
 السالم ماناه",Mauritania
"شنواس سيد مانجبر
                    مركوب الدهر اركوبُ
متخومِ عنُ واصبر
                     ما تيت اعل مركوبُ
محمد عبد الرحمن ولد الربان",Mauritania
"إلاّ مدَرْبِ  هون  هون
                     مانك كابل  تتحان
ملاهي يخلك بعد كون
                     إل َّ كاتب  مُلان
سيديا ولد هدار",Mauritania
"شكيتْ امنين ابعدتْ فتْ
                          عنِّ من منتْ السالكْ
سالك واثر ما فتْ عتْ
                         من منت السالك سالك
محمد لمين ولد امقفري",Mauritania
"زينين اظواو إلا اكداوْ
                     للبيع افُّورْ الشامي
غير أهل الشامِ ماتلاوْ
                     يعقل عند الشامي
الفائد ولد الخرشي",Mauritania
"ُجَـدْبْ الخَط أؤ بِروِيتْ جَد
                         ؤُجَـدبْ  الْحوظْ  ؤُشَـمام
ؤُجِدبِتْ  مقامَه  غير  بَعد
                         ما  شيْن َ ظِحكِت ْ مامَ… See more",Mauritania
هح مزين ذ,Mauritania
الطيب ولد ديدي,Mauritania
أدب الطيب ولد ديدي بصوت العميد محمدن ولد سيدي ابراهيم. رحمهما الله .. من تسجيلات الإذاعة الوطنية.,Mauritania
"يلٍِ ملان  كمٍَلك
               كوليلي كم اليان
منك منهان  وكم لك
               مني مانك منهانه … See more",Mauritania
"ساكت ماريت الي انكول 
                          كاعد بين إدماتن
فالشط وكاطع عت مول 
                          لكصر والتيجراتن… See more",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"شنواس سيد مانجبر
                    مركوب الدهر اركوبُ
متخومِ عنُ واصبر
                     ما تيت اعل مركوبُ
محمد عبد الرحمن ولد الربان",Mauritania
"إلاّ مدَرْبِ  هون  هون
                     مانك كابل  تتحان
ملاهي يخلك بعد كون
                     إل َّ كاتب  مُلان
سيديا ولد هدار",Mauritania
"شكيتْ امنين ابعدتْ فتْ
                          عنِّ من منتْ السالكْ
سالك واثر ما فتْ عتْ
                         من منت السالك سالك
محمد لمين ولد امقفري",Mauritania
"زينين اظواو إلا اكداوْ
                     للبيع افُّورْ الشامي
غير أهل الشامِ ماتلاوْ
                     يعقل عند الشامي
الفائد ولد الخرشي",Mauritania
"ُجَـدْبْ الخَط أؤ بِروِيتْ جَد
                         ؤُجَـدبْ  الْحوظْ  ؤُشَـمام
ؤُجِدبِتْ  مقامَه  غير  بَعد
                         ما  شيْن َ ظِحكِت ْ مامَ… See more",Mauritania
هح مزين ذ,Mauritania
الطيب ولد ديدي,Mauritania
أدب الطيب ولد ديدي بصوت العميد محمدن ولد سيدي ابراهيم. رحمهما الله .. من تسجيلات الإذاعة الوطنية.,Mauritania
"يلٍِ ملان  كمٍَلك
               كوليلي كم اليان
منك منهان  وكم لك
               مني مانك منهانه … See more",Mauritania
"ساكت ماريت الي انكول 
                          كاعد بين إدماتن
فالشط وكاطع عت مول 
                          لكصر والتيجراتن… See more",Mauritania
"المـوتْ الــيومْ ألا اتلودْ 
                      حــدْ إتـوبْ الـمـعبـودُ 
مـنْ كــلْ أَذْنـوبُ لايـعود 
                       أَْصـبــحْ انــهار ارفـودُ… See more",Mauritania
"دلالي مرت ماه رد
                 بيه أمن أكبيل الناها
ءلا لاه يوقد بيه حد
                 يناها ماكلناها",Mauritania
"سمعني يلي لانتفشت
                      فاخرتك وافدنيتك 
تيدنيتك متوحشت
                      سمعن تيدنيتك… See more",Mauritania
"جَيْن من تل انقلب
                  لشياخ ء قلبناه
جَ سيد بوي ولد بُ
                  ننه هو    فتاه
المختار ولد عابدين ولد هدار",Mauritania
"ما خالك نوم ولا كعاد
                        اغلان ظفرت ظالَّ
مرت بالعكل إلين عاد
                        فاصل فحجاب الظالَّ",Mauritania
"ذ الدهر اتشوف الماتظن
                         الصيلَ فهلُ ماتت
ء فيه المعريفَ تِنْدفِنْ
                         حيَ ما ماتِتْ فاتت
الشيخ ولد مكي",Mauritania
"امنادم مال ليلتين
                    ومغن عن لخشوم
يعط يتخمم ساعتين
                    مكال اكويف احشوم
الشيخ ولد مكي",Mauritania
"آن لـبــيـر ؤذي اتــجد 
                   هــو فـالحـگ أديــبُ 
ونجيب المن مـــايكد 
                    أمغني بعد إجيبُ … See more",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
الطيب ولد ديدي,Mauritania
أدب الطيب ولد ديدي بصوت العميد محمدن ولد سيدي ابراهيم. رحمهما الله .. من تسجيلات الإذاعة الوطنية.,Mauritania
"يلٍِ ملان  كمٍَلك
               كوليلي كم اليان
منك منهان  وكم لك
               مني مانك منهانه … See more",Mauritania
"ساكت ماريت الي انكول 
                          كاعد بين إدماتن
فالشط وكاطع عت مول 
                          لكصر والتيجراتن… See more",Mauritania
"المـوتْ الــيومْ ألا اتلودْ 
                      حــدْ إتـوبْ الـمـعبـودُ 
مـنْ كــلْ أَذْنـوبُ لايـعود 
                       أَْصـبــحْ انــهار ارفـودُ… See more",Mauritania
"دلالي مرت ماه رد
                 بيه أمن أكبيل الناها
ءلا لاه يوقد بيه حد
                 يناها ماكلناها",Mauritania
"سمعني يلي لانتفشت
                      فاخرتك وافدنيتك 
تيدنيتك متوحشت
                      سمعن تيدنيتك… See more",Mauritania
"جَيْن من تل انقلب
                  لشياخ ء قلبناه
جَ سيد بوي ولد بُ
                  ننه هو    فتاه
المختار ولد عابدين ولد هدار",Mauritania
"ما خالك نوم ولا كعاد
                        اغلان ظفرت ظالَّ
مرت بالعكل إلين عاد
                        فاصل فحجاب الظالَّ",Mauritania
"ذ الدهر اتشوف الماتظن
                         الصيلَ فهلُ ماتت
ء فيه المعريفَ تِنْدفِنْ
                         حيَ ما ماتِتْ فاتت
الشيخ ولد مكي",Mauritania
"امنادم مال ليلتين
                    ومغن عن لخشوم
يعط يتخمم ساعتين
                    مكال اكويف احشوم
الشيخ ولد مكي",Mauritania
"آن لـبــيـر ؤذي اتــجد 
                   هــو فـالحـگ أديــبُ 
ونجيب المن مـــايكد 
                    أمغني بعد إجيبُ … See more",Mauritania
"ما كط امنادم بعد بين
                    البحرين ال لان
واس جونابه ليلتين
                   من تجكجه كون آن
عبد الرحمن ولد بكار ولد اسويد أحمد",Mauritania
"أوعيت  اليوم  امعصباح
                        اعل بيت  المنين
و أوعيت اعل لحبوس ظاح
                       كَ ظحك ماهي شين… See more",Mauritania
"ريحت لحشيش  بتل تل
                   من  ذو لمزون   البانُ
ءعادت لحشيش الا بتل 
                   يتفكد  حد  وطانُ
مقن ذ النصراني",Mauritania
"مثقل حد امشرم واصبط 
                        واملس والملعون أمكنطط
من خشم بيه إزوين الخط 
                        و الدگ وشيطانو گادي
مانك لاهي تگلعلو لط… See more",Mauritania
اسكي حت ذاك لبير الزين,Mauritania
صفحة الأديب الكبير الباشَه ولد مولاي اعلي رحمه الله تعالي,Mauritania
"اكطاع بين الباشَ ولكويري ولد عبد الله سنة 1969 رحكمها الله تعالى
لِكْويري:
متْـــوَحَشْ مَالِ بِيكْ لَعْدْ.........انْرَاكْ انْتَ يَالبَاشَ
وَافْطَنْ عَنِ مَكِ… See more",Mauritania
"طارح فالحك ءذاك منت
                        دَمسيونِ و امسالم
جملت لغياد اليوم عت
                       المنت احمدُ سالم
أحمد ولد بده",Mauritania
"يلِ ليعاتك ريْشُ
                للباش طِ للباش
شمن الهياش اهيشُ
               ول شمن الهياش
الباش ولد ملاي اعل",Mauritania
"ربِّ يعمل متلاحك
                     تلحك طاعت ملان
فيان كد الاحك
                   في ذ الدهر اغلان
المختار لد ملاي اعل",Mauritania
"ذلِ ليعات شقبوك
                  نفد مستكبل هارب
ليست لكوارب سعد بوك
                  ينتي ليست لكوارب
المختار ولد ملاي اعل",Mauritania
"نكر ولد آدم منسبل
                    رَ نفيس دحميس
كبلت ليس ماتم كل
                    دحميس كبلت ليسَ
عابدين ولد التقي",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"امنادم مال ليلتين
                    ومغن عن لخشوم
يعط يتخمم ساعتين
                    مكال اكويف احشوم
الشيخ ولد مكي",Mauritania
"آن لـبــيـر ؤذي اتــجد 
                   هــو فـالحـگ أديــبُ 
ونجيب المن مـــايكد 
                    أمغني بعد إجيبُ … See more",Mauritania
"ما كط امنادم بعد بين
                    البحرين ال لان
واس جونابه ليلتين
                   من تجكجه كون آن
عبد الرحمن ولد بكار ولد اسويد أحمد",Mauritania
"أوعيت  اليوم  امعصباح
                        اعل بيت  المنين
و أوعيت اعل لحبوس ظاح
                       كَ ظحك ماهي شين… See more",Mauritania
"ريحت لحشيش  بتل تل
                   من  ذو لمزون   البانُ
ءعادت لحشيش الا بتل 
                   يتفكد  حد  وطانُ
مقن ذ النصراني",Mauritania
"مثقل حد امشرم واصبط 
                        واملس والملعون أمكنطط
من خشم بيه إزوين الخط 
                        و الدگ وشيطانو گادي
مانك لاهي تگلعلو لط… See more",Mauritania
اسكي حت ذاك لبير الزين,Mauritania
صفحة الأديب الكبير الباشَه ولد مولاي اعلي رحمه الله تعالي,Mauritania
"اكطاع بين الباشَ ولكويري ولد عبد الله سنة 1969 رحكمها الله تعالى
لِكْويري:
متْـــوَحَشْ مَالِ بِيكْ لَعْدْ.........انْرَاكْ انْتَ يَالبَاشَ
وَافْطَنْ عَنِ مَكِ… See more",Mauritania
"طارح فالحك ءذاك منت
                        دَمسيونِ و امسالم
جملت لغياد اليوم عت
                       المنت احمدُ سالم
أحمد ولد بده",Mauritania
"يلِ ليعاتك ريْشُ
                للباش طِ للباش
شمن الهياش اهيشُ
               ول شمن الهياش
الباش ولد ملاي اعل",Mauritania
"ربِّ يعمل متلاحك
                     تلحك طاعت ملان
فيان كد الاحك
                   في ذ الدهر اغلان
المختار لد ملاي اعل",Mauritania
"ذلِ ليعات شقبوك
                  نفد مستكبل هارب
ليست لكوارب سعد بوك
                  ينتي ليست لكوارب
المختار ولد ملاي اعل",Mauritania
"نكر ولد آدم منسبل
                    رَ نفيس دحميس
كبلت ليس ماتم كل
                    دحميس كبلت ليسَ
عابدين ولد التقي",Mauritania
"مذكور إل يواجعَ
                  ملات الحزم السايل
نزلت برين راجعَ
                  للكبل من لمسايل
أبوبكر ولد ادوم",Mauritania
"مريم ذ عنه مايرد
                     دين ءلا خلق ابصيف
وكفتل وكف مايكد
                    يوكفَ كون اشريف
محمد ولد باباه",Mauritania
"ثقل عودان إن الهيه
                     سقمك دلال مال بيه
وبلد فيه انت مانجيه
                    بيك إل مطيور
مديور فبلد حد فيه… See more",Mauritania
"الله ايسلم ول بايْ
                    المشان من هك جاي
إل فوت ايام راي
                    من منت الشيخ املاك
ولله ما نبغ كاع شاي… See more",Mauritania
"تهجالك ذل هون شاع
                       زادك عند الرجال
بيك ال يختيروك كاع
                       الرجال هجال
محمد ولد محمد اليدالي",Mauritania
"مذ دون ال رايمُ
                 دلال من لمسارب
امسارب لحدب وايمُ
                ومسارب بير الكارب
محمد لمام ولد احمد ولد عبد الله",Mauritania
"اصل اهرب ذل مانروم
                       غير ءلا نسمع فيه لوم
واهروب ماه من اليوم
                      لنوب عن هارب
شارب مذكور من آدروم… See more",Mauritania
"متمن وسو تنجحد
                   وذن السلطان اطويلَ
نلك ظرك اعل تل حد
                   مذكور اكطع تحويلَ
الديماني ولد البار",Mauritania
"ال نبغ والحك زين 
                    اعليان بالمار
اعْدِ بيهَ فحوي بين
                    لميلح والخوار
الديمان ولد البار",Mauritania
"إل مجبور ءحك زاد
                     اعليه ءلاه زاحل
يعقل عند احسي عاد
                     مسَّ من كبل ساحل
الديمان ولد البار",Mauritania
اطار,Mauritania
"Lives in Nouakchott, Mauritania",Mauritania
From Rosso,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
,Mauritania
"ذلِ ليعات شقبوك
                  نفد مستكبل هارب
ليست لكوارب سعد بوك
                  ينتي ليست لكوارب
المختار ولد ملاي اعل",Mauritania
"نكر ولد آدم منسبل
                    رَ نفيس دحميس
كبلت ليس ماتم كل
                    دحميس كبلت ليسَ
عابدين ولد التقي",Mauritania
"مذكور إل يواجعَ
                  ملات الحزم السايل
نزلت برين راجعَ
                  للكبل من لمسايل
أبوبكر ولد ادوم",Mauritania
"مريم ذ عنه مايرد
                     دين ءلا خلق ابصيف
وكفتل وكف مايكد
                    يوكفَ كون اشريف
محمد ولد باباه",Mauritania
"ثقل عودان إن الهيه
                     سقمك دلال مال بيه
وبلد فيه انت مانجيه
                    بيك إل مطيور
مديور فبلد حد فيه… See more",Mauritania
